Log File Version ,2.3
6/16/2011 2:28:03 PM
Log Mode ,Log When Any Data Received
,CaltermVersion,3.2.0.023
,ScreenMonitorType,RequestReceive
,Initial Monitor Rate,1 Milliseconds
--------------------------
Parameter Name,DLA Timestamp,Fuel_Temperature,Oil_Pressure,EGR_Orifice_Tmptr,Final_Timing,Battery_Voltage,Engine_Speed,Fuel_Delivery_Rate_Per_Min,Charge_Flow,Net_Brake_Torque,Fresh_Air_Flow,Boost_Pressure,Intake_Manifold_Temperature,EGR_Flow,Coolant_Temperature,EGR_Delta_Press,Filtered_Turbo_Speed,EGR_Fraction,TPE_Turb_Out_Press,Engine_Run_Time,PME_SootRate,V_ATP_pr_DPF_Delta,V_SFP_mg_Soot_Load_Comb,V_ATP_tr_DOC_Out,V_ATP_tr_DOC_In,V_ATP_tr_DPF_Out,TPE_Turbine_Press_Ratio,TPE_Turbine_Pressure_Ratio_Term,V_ATP_tr_Turbo_Out,Ambient_Air_Press,Ambient_Air_Tmptr,Accelerator_Pedal_Position,_Instantaneous_Percent_Load,Net_Brake_Torque,T_EMO_State_User_Override,T_CBL_EGR_Frac_User_Override,C_CBL_EGR_Frac_Override_Value
Units,none,Deg_C,kPa_G,Deg_C,deg_BTDC,V,RPM,None,kg/min,N_m,kg/min,kPa_G,Deg_C,kg/min,Deg_C,kPa,KRPM,None,kPa,s,g/hr,kPa,gm,Deg_K,Deg_K,Deg_K,None,%,Deg_K,kPa,Deg_C,%,%,N_m,None,None,None
Source Address,,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
,72:20:41.280,70.000,0.00,46.03,1.44,12.14,0.0,0.00000,0.000,-78.469,0.000,0.00,59.344,0.000,78.086,0.05,0.000,0.0000,130.000,306952,0.00000,-0.21,54.53,302.2,307.5,299.1,0.750,1.000,332.4,98.69,19.148,22.004,0.000,-78.469,1,0,0.0000 
,72:20:41.526,70.000,0.00,46.02,1.44,12.14,0.0,0.00000,0.000,-78.469,0.000,0.00,59.344,0.000,78.086,0.05,0.000,0.0000,130.000,306952,0.00000,-0.21,54.53,302.0,307.5,299.1,0.750,1.000,332.4,98.66,19.148,21.988,0.000,-78.469,1,0,0.0000 
,72:20:41.780,70.000,0.00,45.97,1.44,12.14,0.0,0.00000,0.000,-78.375,0.000,0.00,59.344,0.000,78.281,0.05,0.000,0.0000,130.000,306952,0.00000,-0.21,54.53,301.9,307.5,299.0,0.750,1.000,332.4,98.66,19.148,22.016,0.000,-78.375,1,0,0.0000 
,72:20:42.026,70.000,0.00,45.95,1.44,12.14,0.0,0.00000,0.000,-78.375,0.000,0.00,59.344,0.000,78.281,0.05,0.000,0.0000,130.000,306952,0.00000,-0.21,54.53,302.1,307.5,299.1,0.750,1.000,332.4,98.66,19.148,21.922,0.000,-78.375,1,0,0.0000 
,72:20:42.280,70.000,0.00,45.95,1.44,12.14,0.0,0.00000,0.000,-78.469,0.000,0.00,59.344,0.000,78.086,0.05,0.000,0.0000,130.000,306952,0.00000,-0.21,54.53,302.1,307.5,299.1,0.750,1.000,332.4,98.66,19.148,21.973,0.000,-78.469,1,0,0.0000 
,72:20:42.526,70.000,0.00,45.92,1.44,12.14,0.0,0.00000,0.000,-78.469,0.000,0.00,59.344,0.000,78.086,0.05,0.000,0.0000,130.000,306952,0.00000,-0.21,54.53,301.9,307.5,299.2,0.750,1.000,332.4,98.66,19.148,21.961,0.000,-78.469,1,0,0.0000 
,72:20:42.791,70.000,0.00,45.89,1.44,12.14,0.0,0.00000,0.000,-78.469,0.000,0.00,59.344,0.000,78.086,0.05,0.000,0.0000,130.000,306952,0.00000,-0.21,54.53,302.1,307.5,299.1,0.750,1.000,332.4,98.66,19.148,21.934,0.000,-78.469,1,0,0.0000 
,72:20:43.067,70.000,0.00,45.88,1.44,12.14,0.0,0.00000,0.000,-78.469,0.000,0.00,59.344,0.000,78.086,0.05,0.000,0.0000,130.000,306952,0.00000,-0.21,54.53,302.2,307.5,299.0,0.750,1.000,332.4,98.66,19.148,21.996,0.000,-78.469,1,0,0.0000 
,72:20:43.392,70.000,0.00,45.86,1.44,12.14,0.0,0.00000,0.000,-78.375,0.000,0.00,59.344,0.000,78.086,0.05,0.000,0.0000,130.000,306952,0.00000,-0.21,54.53,302.1,307.5,298.9,0.750,1.000,332.4,98.69,19.148,22.027,0.000,-78.375,1,0,0.0000 
,72:20:43.669,70.000,0.00,45.81,1.44,12.14,0.0,0.00000,0.000,-78.469,0.000,0.00,59.344,0.000,78.086,0.05,0.000,0.0000,130.000,306952,0.00000,-0.21,54.53,302.2,307.5,298.9,0.750,1.000,332.4,98.69,19.148,22.023,0.000,-78.469,1,0,0.0000 
,72:20:43.951,70.000,0.00,45.75,1.44,12.14,0.0,0.00000,0.000,-78.469,0.000,0.00,59.344,0.000,78.086,0.05,0.000,0.0000,130.000,306952,0.00000,-0.21,54.53,302.1,307.5,299.0,0.750,1.000,332.4,98.69,19.148,22.016,0.000,-78.469,1,0,0.0000 
,72:20:44.225,70.000,0.00,45.61,1.44,12.14,0.0,0.00000,0.000,-78.469,0.000,0.00,59.344,0.000,78.086,0.05,0.000,0.0000,130.000,306952,0.00000,-0.21,54.53,301.9,307.5,298.9,0.750,1.000,332.4,98.66,19.148,21.988,0.000,-78.469,1,0,0.0000 
,72:20:44.555,70.000,0.00,45.45,1.44,12.14,0.0,0.00000,0.000,-78.469,0.000,0.00,59.344,0.000,78.086,0.05,0.000,0.0000,130.000,306952,0.00000,-0.21,54.53,302.2,307.5,298.9,0.750,1.000,332.4,98.69,19.148,21.988,0.000,-78.469,1,0,0.0000 
,72:20:44.875,70.000,0.00,45.48,1.44,12.14,0.0,0.00000,0.000,-78.469,0.000,0.00,59.344,0.000,78.086,0.05,0.000,0.0000,130.000,306952,0.00000,-0.21,54.53,302.0,307.5,298.8,0.750,1.000,332.4,98.72,19.148,22.012,0.000,-78.469,1,0,0.0000 
,72:20:45.156,70.000,0.00,45.58,1.44,12.14,0.0,0.00000,0.000,-78.469,0.000,0.00,59.344,0.000,78.086,0.05,0.000,0.0000,130.000,306952,0.00000,-0.21,54.53,302.3,307.5,298.9,0.750,1.000,332.4,98.72,19.148,21.988,0.000,-78.469,1,0,0.0000 
,72:20:45.453,70.000,0.00,45.66,1.44,12.14,0.0,0.00000,0.000,-78.375,0.000,0.00,59.344,0.000,78.086,0.05,0.000,0.0000,130.000,306952,0.00000,-0.21,54.53,302.4,307.5,298.8,0.750,1.000,332.4,98.69,19.148,21.945,0.000,-78.375,1,0,0.0000 
,72:20:45.753,70.000,0.00,45.70,1.44,12.14,0.0,0.00000,0.000,-78.469,0.000,0.00,59.344,0.000,78.086,0.05,0.000,0.0000,130.000,306952,0.00000,-0.21,54.53,302.0,307.5,298.8,0.750,1.000,332.4,98.66,19.148,21.996,0.000,-78.469,1,0,0.0000 
,72:20:46.057,70.000,0.00,45.75,1.44,12.14,0.0,0.00000,0.000,-78.469,0.000,0.00,59.344,0.000,78.086,0.05,0.000,0.0000,130.000,306952,0.00000,-0.21,54.53,302.2,307.5,298.7,0.750,1.000,332.4,98.66,19.148,21.984,0.000,-78.469,1,0,0.0000 
,72:20:46.329,70.000,0.00,45.78,1.44,12.14,0.0,0.00000,0.000,-78.469,0.000,0.00,59.344,0.000,78.086,0.05,0.000,0.0000,130.000,306952,0.00000,-0.21,54.53,301.9,307.5,298.6,0.750,1.000,332.4,98.66,19.148,22.016,0.000,-78.469,1,0,0.0000 
,72:20:46.606,70.000,0.00,45.80,1.44,11.72,0.0,0.00000,0.000,-78.375,0.000,0.00,59.344,0.000,78.281,0.05,0.000,0.0000,130.000,306952,0.00000,-0.21,54.53,302.1,307.5,298.6,0.750,1.000,332.4,98.66,19.148,21.980,0.000,-78.375,1,0,0.0000 
,72:20:46.902,70.000,0.00,45.81,1.44,8.98,0.0,0.00000,0.000,-78.469,0.000,0.00,59.250,0.000,78.086,0.09,0.000,0.0000,130.000,306952,0.00000,-0.21,54.53,302.1,307.5,298.7,0.750,1.000,332.4,98.69,19.148,22.027,0.000,-78.469,1,0,0.0000 
,72:20:47.201,70.000,0.00,45.83,2.00,8.86,121.6,0.02237,0.375,471.531,0.375,0.00,59.250,0.000,78.086,0.05,0.000,0.0000,130.000,306952,3.24890,-0.21,54.53,302.2,307.5,298.8,0.758,1.000,332.4,98.72,19.148,22.027,92.578,471.531,1,0,0.0000 
,72:20:47.477,70.000,0.00,45.83,2.00,8.95,411.1,0.06769,1.125,471.438,1.125,0.00,59.203,0.000,77.891,0.11,0.000,0.0000,130.000,306953,9.97287,-0.21,54.53,302.0,307.5,298.7,0.758,1.000,693.1,98.72,19.148,22.027,92.578,471.438,1,0,0.0000 
,72:20:47.761,70.000,0.00,45.83,2.81,9.92,709.6,0.03281,2.352,79.438,2.352,0.00,59.188,0.000,77.891,0.08,3.648,0.0000,130.000,306953,2.25000,-0.13,54.53,302.3,307.5,298.6,0.883,1.000,586.7,98.72,19.148,22.027,12.891,79.438,1,0,0.0000 
,72:20:48.082,70.000,0.00,45.83,2.44,12.70,683.6,0.03937,2.242,118.531,2.125,0.00,59.188,0.117,78.086,0.27,5.914,0.0538,130.000,306953,2.25000,-0.14,54.53,302.1,307.5,298.7,0.875,1.000,516.3,98.69,19.148,22.027,23.828,118.531,1,0,0.0000 
,72:20:48.417,70.000,0.00,45.83,2.44,12.91,685.6,0.03986,2.250,120.438,1.945,0.00,59.094,0.305,77.891,0.83,7.320,0.1385,130.000,306953,2.25000,-0.15,54.53,302.3,307.5,298.6,0.859,1.000,505.6,98.72,19.148,22.027,23.438,120.438,1,0,0.0000 
,72:20:48.744,70.000,0.00,45.84,2.50,12.27,692.0,0.03952,2.273,116.531,1.859,0.00,58.906,0.414,78.086,1.77,8.078,0.1823,130.000,306954,2.25000,-0.15,54.53,302.2,307.5,298.7,0.828,1.000,498.5,98.72,19.148,22.027,22.656,116.531,1,0,0.0000 
,72:20:49.061,70.000,0.00,45.91,2.50,12.48,693.0,0.03955,2.281,115.531,1.680,0.00,58.906,0.602,78.086,2.19,8.508,0.2648,130.000,306954,2.25000,-0.15,54.53,302.0,307.5,298.8,0.820,1.000,497.1,98.72,19.148,22.027,23.047,115.531,1,0,0.0000 
,72:20:49.375,70.000,0.00,46.48,2.50,12.66,698.0,0.03934,2.289,113.625,1.602,0.00,58.906,0.688,78.281,2.38,8.805,0.3009,130.000,306954,2.25000,-0.15,54.53,302.0,307.5,298.8,0.820,1.000,495.2,98.72,19.148,22.027,22.656,113.625,1,0,0.0000 
,72:20:49.641,70.000,0.00,47.17,2.50,12.70,700.3,0.03912,2.305,111.625,1.602,0.00,58.906,0.703,78.281,2.56,8.992,0.3079,130.000,306955,2.25000,-0.15,54.53,302.2,307.5,298.9,0.813,1.000,493.2,98.72,19.148,22.027,21.875,111.625,1,0,0.0000 
,72:20:49.931,70.000,0.00,47.91,2.56,12.75,700.8,0.03888,2.313,115.625,1.578,0.28,58.906,0.734,78.281,2.77,9.078,0.3179,130.000,306955,2.25000,-0.15,54.53,302.2,307.5,298.9,0.813,1.000,491.4,98.72,19.148,22.027,22.266,115.625,1,0,0.0000 
,72:20:50.216,70.000,482.66,48.73,2.56,12.91,702.4,0.03891,2.305,115.719,1.578,0.19,58.906,0.727,78.469,2.83,9.117,0.3168,130.000,306955,2.25000,-0.15,54.53,302.0,307.5,298.9,0.813,1.000,490.9,98.72,19.148,22.027,22.266,115.719,1,0,0.0000 
,72:20:50.525,70.000,482.66,49.64,2.56,12.88,704.1,0.03839,2.313,111.719,1.617,0.00,58.906,0.695,78.469,2.91,9.117,0.3031,130.000,306956,2.25000,-0.15,54.53,301.8,307.5,299.0,0.813,1.000,488.5,98.72,19.148,22.027,21.875,111.719,1,0,0.0000 
,72:20:50.846,70.000,482.66,50.63,2.56,13.00,710.9,0.03836,2.336,109.719,1.656,0.19,58.828,0.680,78.469,3.06,9.055,0.2910,130.000,306956,2.25000,-0.15,54.53,302.0,307.5,298.9,0.813,1.000,487.1,98.72,19.148,22.027,21.484,109.719,1,0,0.0000 
,72:20:51.126,70.000,482.66,51.56,2.56,12.95,713.6,0.03842,2.336,109.813,1.633,0.00,58.688,0.703,78.469,3.13,9.000,0.3033,130.000,306956,2.25000,-0.15,54.53,302.1,307.5,299.1,0.805,1.000,486.0,98.72,19.148,22.027,21.094,109.813,1,0,0.0000 
,72:20:51.441,70.000,482.66,52.47,2.63,12.92,716.3,0.03815,2.359,107.813,1.664,0.19,58.594,0.695,78.664,3.22,8.938,0.2964,130.000,306957,2.25000,-0.15,54.53,301.9,307.5,299.1,0.805,1.000,484.1,98.72,19.148,22.027,20.313,107.813,1,0,0.0000 
,72:20:51.701,70.000,482.66,53.19,2.63,12.97,717.9,0.03787,2.367,105.813,1.695,0.16,58.547,0.672,78.664,3.27,8.875,0.2859,130.000,306957,2.25000,-0.15,54.53,301.7,307.5,299.1,0.813,1.000,483.5,98.69,19.148,22.027,20.313,105.813,1,0,0.0000 
,72:20:51.981,70.000,482.66,53.91,2.63,12.97,720.0,0.03769,2.367,103.813,1.688,0.00,58.547,0.680,78.664,3.28,8.813,0.2897,130.000,306957,2.25000,-0.15,54.53,301.9,307.5,299.1,0.805,1.000,483.1,98.72,19.148,22.027,20.313,103.813,1,0,0.0000 
,72:20:52.258,70.000,482.66,54.55,2.63,13.06,721.4,0.03769,2.367,103.813,1.688,0.00,58.547,0.680,78.664,3.28,8.766,0.2872,130.000,306957,2.25000,-0.15,54.53,302.1,307.5,299.1,0.805,1.000,482.0,98.72,19.148,22.027,20.313,103.813,1,0,0.0000 
,72:20:52.530,70.000,482.66,55.20,2.63,13.06,722.1,0.03754,2.375,102.813,1.688,0.00,58.547,0.688,78.664,3.30,8.758,0.2919,130.000,306958,2.25000,-0.15,54.53,302.0,307.5,299.2,0.805,1.000,481.8,98.72,19.148,22.027,19.922,102.813,1,0,0.0000 
,72:20:52.810,70.000,482.66,55.88,2.63,13.03,723.9,0.03757,2.375,102.813,1.688,0.00,58.547,0.688,78.664,3.33,8.695,0.2917,130.000,306958,2.25000,-0.15,54.53,301.9,307.5,299.3,0.813,1.000,481.1,98.72,19.148,22.027,19.922,102.813,1,0,0.0000 
,72:20:53.107,70.000,482.66,56.53,2.69,12.98,723.9,0.03735,2.383,101.813,1.695,0.19,58.547,0.688,78.664,3.33,8.680,0.2892,130.000,306958,2.25000,-0.15,54.53,302.0,307.5,299.3,0.813,1.000,480.7,98.72,19.148,22.027,19.922,101.813,1,0,0.0000 
,72:20:53.409,70.000,482.66,57.25,2.69,13.11,724.9,0.03735,2.375,101.813,1.688,0.00,58.547,0.688,78.664,3.28,8.633,0.2914,130.000,306958,2.25000,-0.15,54.53,301.9,307.5,299.4,0.805,1.000,480.9,98.72,19.148,22.027,19.922,101.813,1,0,0.0000 
,72:20:53.733,70.000,482.66,57.84,2.69,13.06,723.3,0.03735,2.383,101.813,1.688,0.00,58.547,0.695,78.664,3.27,8.633,0.2922,130.000,306959,2.25000,-0.15,54.53,302.0,307.5,299.4,0.813,1.000,480.4,98.72,19.148,22.027,19.141,101.813,1,0,0.0000 
,72:20:54.081,70.000,482.66,58.55,2.69,13.08,724.3,0.03729,2.391,100.813,1.703,0.13,58.547,0.688,78.664,3.36,8.578,0.2893,130.000,306959,2.25000,-0.15,54.53,301.8,307.5,299.4,0.805,1.000,479.5,98.72,19.148,22.027,19.531,100.813,1,0,0.0000 
,72:20:54.355,70.000,482.66,58.97,2.69,13.16,724.9,0.03702,2.391,99.813,1.703,0.00,58.547,0.688,78.664,3.33,8.578,0.2900,130.000,306959,2.25000,-0.15,54.53,302.0,307.5,299.4,0.805,1.000,480.0,98.72,19.148,22.027,19.141,99.813,1,0,0.0000 
,72:20:54.634,70.000,482.66,59.41,2.69,13.17,726.1,0.03726,2.383,100.813,1.695,0.00,58.547,0.688,78.664,3.34,8.578,0.2906,130.000,306960,2.25000,-0.15,54.53,302.2,307.5,299.4,0.813,1.000,479.7,98.72,19.148,22.027,19.141,100.813,1,0,0.0000 
,72:20:54.944,70.000,482.66,59.95,2.63,13.11,724.9,0.03757,2.375,102.719,1.680,0.00,58.531,0.695,78.469,3.34,8.531,0.2952,130.000,306960,2.25000,-0.15,54.53,302.2,307.8,299.4,0.805,1.000,478.3,98.72,19.148,22.027,19.141,102.719,1,0,0.0000 
,72:20:55.247,70.000,482.66,60.39,2.69,13.16,725.1,0.03732,2.375,101.719,1.680,0.00,58.531,0.695,78.469,3.30,8.516,0.2937,130.000,306960,2.25000,-0.15,54.53,302.0,308.1,299.4,0.805,1.000,478.6,98.72,19.148,22.027,19.531,101.719,1,0,0.0000 
,72:20:55.565,70.000,482.66,60.83,2.69,13.09,726.1,0.03729,2.383,101.719,1.695,0.03,58.500,0.688,78.469,3.33,8.516,0.2892,130.000,306961,2.25000,-0.15,54.53,302.1,307.8,299.4,0.813,1.000,478.5,98.72,19.148,22.027,19.531,101.719,1,0,0.0000 
,72:20:55.864,70.000,482.66,61.20,2.69,13.19,725.3,0.03732,2.383,101.719,1.695,0.16,58.438,0.688,78.469,3.33,8.516,0.2906,130.000,306961,2.25000,-0.15,54.53,302.2,308.3,299.4,0.805,1.000,478.1,98.72,19.148,22.027,19.141,101.719,1,0,0.0000 
,72:20:56.173,70.000,482.66,61.53,2.69,13.00,727.3,0.03683,2.391,97.719,1.703,0.00,58.406,0.688,78.469,3.36,8.508,0.2893,130.000,306961,2.25000,-0.15,54.53,302.4,308.1,299.4,0.805,1.000,478.0,98.72,19.148,22.027,18.750,97.719,1,0,0.0000 
,72:20:56.473,70.000,482.66,61.81,2.69,13.19,726.0,0.03690,2.391,98.719,1.695,0.00,58.328,0.695,78.469,3.34,8.508,0.2910,130.000,306962,2.25000,-0.15,54.53,302.2,308.3,299.4,0.805,1.000,477.7,98.72,19.148,22.027,19.141,98.719,1,0,0.0000 
,72:20:56.736,70.000,482.66,62.11,2.69,12.97,725.5,0.03723,2.383,100.719,1.695,0.00,58.250,0.688,78.469,3.36,8.453,0.2904,130.000,306962,2.25000,-0.15,54.53,302.1,308.4,299.4,0.805,1.000,477.8,98.72,19.148,22.027,19.531,100.719,1,0,0.0000 
,72:20:57.011,70.000,482.66,62.44,2.69,13.11,722.5,0.03699,2.391,99.719,1.703,0.13,58.188,0.688,78.469,3.31,8.453,0.2896,130.000,306962,2.25000,-0.15,54.53,301.9,308.7,299.4,0.813,1.000,477.4,98.72,19.148,22.027,19.141,99.719,1,0,0.0000 
,72:20:57.287,70.000,482.66,62.83,2.69,13.08,727.4,0.03690,2.391,98.625,1.711,0.00,58.188,0.680,78.281,3.33,8.453,0.2874,130.000,306962,2.25000,-0.15,54.53,302.0,308.8,299.4,0.805,1.000,477.8,98.72,19.148,22.027,19.141,98.625,1,0,0.0000 
,72:20:57.569,70.000,482.66,63.11,2.69,13.16,724.5,0.03690,2.391,98.625,1.703,0.03,58.188,0.688,78.281,3.30,8.453,0.2883,130.000,306963,2.25000,-0.15,54.53,302.2,308.9,299.4,0.805,1.000,477.4,98.72,19.148,22.027,19.141,98.625,1,0,0.0000 
,72:20:57.858,70.000,482.66,63.34,2.69,13.17,726.1,0.03690,2.391,98.625,1.703,0.00,58.188,0.688,78.281,3.33,8.453,0.2896,130.000,306963,2.25000,-0.15,54.53,302.0,308.8,299.4,0.805,1.000,476.6,98.72,19.148,22.027,18.359,98.625,1,0,0.0000 
,72:20:58.210,70.000,482.66,63.61,2.69,13.20,726.1,0.03696,2.383,99.625,1.695,0.00,58.188,0.688,78.281,3.28,8.453,0.2909,130.000,306963,2.25000,-0.15,54.53,301.8,308.6,299.4,0.805,1.000,477.0,98.72,19.148,22.027,19.141,99.625,1,0,0.0000 
,72:20:58.481,70.000,482.66,63.81,2.69,13.25,725.1,0.03680,2.391,97.625,1.711,0.00,58.188,0.680,78.281,3.30,8.453,0.2850,130.000,306964,2.25000,-0.15,54.53,301.9,308.9,299.4,0.805,1.000,477.0,98.72,19.148,22.027,18.750,97.625,1,0,0.0000 
,72:20:58.775,70.000,482.66,63.98,2.69,13.08,727.0,0.03687,2.391,98.625,1.703,0.09,58.188,0.688,78.281,3.36,8.453,0.2882,130.000,306964,2.25000,-0.15,54.53,301.8,308.7,299.4,0.813,1.000,476.1,98.72,19.148,22.027,19.141,98.625,1,0,0.0000 
,72:20:59.063,70.000,482.66,64.13,2.69,13.14,725.5,0.03677,2.391,97.625,1.703,0.13,58.188,0.688,78.281,3.36,8.453,0.2886,130.000,306964,2.25000,-0.15,54.53,301.7,309.0,299.4,0.805,1.000,477.3,98.72,19.148,22.027,19.141,97.625,1,0,0.0000 
,72:20:59.335,70.000,482.66,64.31,2.69,13.13,724.5,0.03687,2.391,98.625,1.703,0.00,58.188,0.688,78.281,3.33,8.453,0.2891,130.000,306964,2.25000,-0.15,54.53,301.8,309.1,299.4,0.805,1.000,477.2,98.72,19.148,22.027,18.750,98.625,1,0,0.0000 
,72:20:59.611,70.000,482.66,64.58,2.69,13.17,726.1,0.03677,2.391,97.625,1.703,0.00,58.188,0.688,78.281,3.30,8.453,0.2875,130.000,306965,2.25000,-0.15,54.53,302.0,309.2,299.4,0.805,1.000,477.3,98.72,19.148,22.027,19.141,97.625,1,0,0.0000 
,72:20:59.894,70.000,482.66,64.81,2.69,13.23,724.8,0.03690,2.391,98.531,1.703,0.00,58.188,0.688,78.086,3.30,8.453,0.2891,130.000,306965,2.25000,-0.15,54.53,302.0,309.1,299.4,0.805,1.000,476.1,98.72,19.148,22.027,18.750,98.531,1,0,0.0000 
,72:21:00.181,70.000,482.66,65.00,2.69,13.23,724.6,0.03717,2.375,100.625,1.688,0.00,58.172,0.688,78.281,3.27,8.453,0.2902,130.000,306965,2.25000,-0.15,54.53,301.9,309.2,299.4,0.805,1.000,476.8,98.72,19.148,22.027,19.141,100.625,1,0,0.0000 
,72:21:00.515,70.000,482.66,65.13,2.69,13.16,727.1,0.03687,2.391,98.625,1.703,0.03,58.172,0.688,78.281,3.36,8.453,0.2876,130.000,306966,2.25000,-0.15,54.53,301.7,309.4,299.4,0.805,1.000,477.0,98.72,19.148,22.027,18.750,98.625,1,0,0.0000 
,72:21:00.801,70.000,482.66,65.30,2.69,13.05,724.3,0.03677,2.391,97.531,1.711,0.00,58.172,0.680,78.281,3.39,8.453,0.2874,130.000,306966,2.25000,-0.15,54.53,301.9,309.5,299.4,0.813,1.000,476.4,98.72,19.148,22.027,18.359,97.531,1,0,0.0000 
,72:21:01.117,70.000,482.66,65.45,2.69,13.17,726.6,0.03650,2.391,96.625,1.703,0.13,58.172,0.688,78.281,3.31,8.453,0.2883,130.000,306966,2.25000,-0.15,54.53,302.0,309.7,299.4,0.805,1.000,477.0,98.72,19.148,22.027,18.750,96.625,1,0,0.0000 
,72:21:01.388,70.000,482.66,65.56,2.69,13.16,726.3,0.03674,2.391,97.531,1.711,0.00,58.125,0.680,78.086,3.34,8.453,0.2843,130.000,306966,2.25000,-0.15,54.54,301.9,309.8,299.4,0.805,1.000,476.6,98.72,19.148,22.027,18.359,97.531,1,0,0.0000 
,72:21:01.681,70.000,482.66,65.66,2.69,13.20,724.8,0.03690,2.383,99.531,1.695,0.00,58.109,0.688,78.086,3.33,8.453,0.2891,130.000,306967,2.25000,-0.15,54.54,302.1,309.8,299.4,0.813,1.000,475.8,98.72,19.148,22.027,18.750,99.531,1,0,0.0000 
,72:21:01.973,70.000,482.66,65.80,2.69,13.14,724.1,0.03653,2.391,96.531,1.711,0.00,58.094,0.680,78.086,3.34,8.453,0.2860,130.000,306967,2.25000,-0.15,54.54,302.1,309.8,299.4,0.805,1.000,476.2,98.72,19.148,22.027,18.359,96.531,1,0,0.0000 
,72:21:02.251,70.000,482.66,65.94,2.69,13.23,725.3,0.03690,2.383,99.531,1.703,0.00,58.047,0.680,78.086,3.30,8.453,0.2870,130.000,306967,2.25000,-0.15,54.54,301.9,309.8,299.4,0.813,1.000,476.3,98.72,19.148,22.027,19.141,99.531,1,0,0.0000 
,72:21:02.553,70.000,482.66,66.13,2.69,13.16,727.5,0.03674,2.398,97.531,1.719,0.03,57.938,0.680,78.086,3.33,8.453,0.2847,130.000,306968,2.25000,-0.15,54.54,302.2,309.8,299.4,0.805,1.000,475.6,98.72,19.148,22.027,18.359,97.531,1,0,0.0000 
,72:21:02.842,70.000,482.66,66.23,2.69,13.17,726.8,0.03683,2.383,98.531,1.703,0.00,57.891,0.680,78.086,3.33,8.453,0.2881,130.000,306968,2.25000,-0.15,54.54,302.3,309.8,299.4,0.805,1.000,475.1,98.69,19.148,22.027,18.750,98.531,1,0,0.0000 
,72:21:03.156,70.000,482.66,66.23,2.69,13.20,723.3,0.03671,2.391,97.531,1.703,0.13,57.859,0.688,78.086,3.36,8.453,0.2902,130.000,306968,2.25000,-0.15,54.54,301.9,309.8,299.4,0.813,1.000,475.8,98.72,19.148,22.027,18.750,97.531,1,0,0.0000 
,72:21:03.401,70.000,482.66,66.19,2.69,13.16,726.4,0.03653,2.391,96.531,1.703,0.00,57.844,0.688,78.086,3.34,8.469,0.2894,130.000,306968,2.25000,-0.15,54.54,302.1,309.8,299.4,0.805,1.000,476.0,98.72,19.148,22.027,18.750,96.531,1,0,0.0000 
,72:21:03.667,70.000,482.66,66.14,2.69,13.28,725.8,0.03683,2.383,98.531,1.703,0.00,57.844,0.680,78.086,3.33,8.453,0.2877,130.000,306969,2.25000,-0.15,54.54,302.2,309.8,299.4,0.805,1.000,475.2,98.69,19.148,22.027,19.141,98.531,1,0,0.0000 
,72:21:03.947,70.000,482.66,66.09,2.69,13.03,723.6,0.03674,2.391,97.531,1.711,0.00,57.844,0.680,78.086,3.33,8.492,0.2848,130.000,306969,2.25000,-0.15,54.54,302.2,309.8,299.4,0.805,1.000,475.7,98.72,19.148,22.027,18.750,97.531,1,0,0.0000 
,72:21:04.232,70.000,482.66,66.06,2.69,13.19,725.9,0.03680,2.391,98.531,1.711,0.00,57.844,0.680,78.086,3.30,8.500,0.2867,130.000,306969,2.25000,-0.15,54.54,302.0,309.8,299.4,0.805,1.000,475.0,98.72,19.148,22.027,18.750,98.531,1,0,0.0000 
,72:21:04.522,70.000,482.66,66.08,2.69,13.17,725.8,0.03638,2.398,95.531,1.719,0.13,57.844,0.680,78.086,3.36,8.500,0.2850,130.000,306970,2.25000,-0.15,54.54,301.8,309.8,299.4,0.805,1.000,475.7,98.72,19.148,22.027,18.750,95.531,1,0,0.0000 
,72:21:04.811,70.000,482.66,66.13,2.69,13.17,726.3,0.03680,2.391,98.531,1.711,0.03,57.844,0.680,78.086,3.31,8.516,0.2861,130.000,306970,2.25000,-0.15,54.54,301.7,309.8,299.4,0.805,1.000,475.2,98.72,19.148,22.027,18.750,98.531,1,0,0.0000 
,72:21:05.102,70.000,482.66,66.17,2.69,13.09,724.0,0.03638,2.398,95.531,1.719,0.00,57.844,0.680,78.086,3.38,8.516,0.2860,130.000,306970,2.25000,-0.15,54.54,301.5,309.8,299.4,0.805,1.000,475.0,98.72,19.148,22.027,18.359,95.531,1,0,0.0000 
,72:21:05.377,70.000,482.66,66.20,2.69,13.23,726.5,0.03671,2.391,97.531,1.703,0.00,57.844,0.688,78.086,3.28,8.516,0.2876,130.000,306970,2.25000,-0.15,54.54,301.4,309.8,299.4,0.805,1.000,476.0,98.72,19.148,22.027,18.359,97.531,1,0,0.0000 
