6/16/2011,2:38:18 PM
Timestep(s)=0.020000
PM31,PM162,Ch 3,Ch 3,CA_Pulse
0.1111,-0.0107,0.0000,0.0000,-9.0616
0.1071,-0.0098,0.0003,0.0000,-9.0616
0.1096,-0.0101,0.0003,0.0006,-9.0616
0.1086,-0.0101,0.0003,0.0000,-9.0616
0.1083,-0.0098,0.0000,0.0000,-9.0616
0.1065,-0.0107,0.0000,0.0006,-9.0616
0.1050,-0.0110,0.0003,0.0000,-9.0616
0.1056,-0.0110,0.0003,0.0000,-9.0616
0.1062,-0.0110,0.0000,0.0006,-9.0616
0.1050,-0.0101,0.0003,0.0006,-9.0616
0.1038,-0.0110,0.0003,0.0006,-9.0616
0.1038,-0.0110,0.0000,0.0006,-9.0619
0.1035,-0.0110,0.0000,0.0006,-9.0616
0.1062,-0.0113,0.0006,0.0000,-9.0616
0.1056,-0.0107,0.0003,0.0000,-9.0616
0.1068,-0.0110,0.0003,0.0006,-9.0619
0.1089,-0.0113,0.0003,0.0000,-9.0616
0.1086,-0.0107,0.0003,0.0006,-9.0616
0.1105,-0.0098,0.0003,0.0006,-9.0616
0.1102,-0.0079,0.0003,0.0006,-9.0619
0.1111,-0.0101,0.0003,0.0000,-9.0619
0.1056,-0.0110,0.0000,0.0006,-9.0619
0.1047,-0.0113,0.0003,0.0000,-9.0619
0.1053,-0.0101,0.0000,0.0000,-9.0619
0.1074,-0.0101,0.0000,0.0000,-9.0619
0.1077,-0.0110,0.0003,0.0000,-9.0619
0.1077,-0.0110,0.0003,0.0000,-9.0619
0.1096,-0.0107,0.0003,0.0006,-9.0622
0.1111,-0.0101,0.0003,0.0006,-9.0619
0.1050,-0.0098,0.0003,0.0006,-9.0619
0.1047,-0.0113,0.0000,0.0000,-9.0619
0.1062,-0.0110,0.0003,0.0000,-9.0622
0.1093,-0.0101,0.0003,0.0006,-9.0619
0.1111,-0.0107,0.0003,0.0006,-9.0622
0.1062,-0.0107,0.0003,0.0000,-9.0622
0.1068,-0.0107,0.0006,0.0006,-9.0619
0.1038,-0.0101,0.0003,0.0006,-9.0619
0.1013,-0.0098,0.0003,0.0006,-9.0622
0.1096,-0.0107,0.0003,0.0000,-9.0622
0.1047,-0.0095,0.0003,0.0000,-9.0622
0.1053,-0.0110,0.0003,0.0000,-9.0622
0.1102,-0.0098,0.0003,0.0006,-9.0622
0.1050,-0.0107,0.0003,0.0000,-9.0622
0.1016,-0.0098,0.0003,0.0006,-9.0628
0.1117,-0.0095,0.0003,0.0000,-9.0628
0.1053,-0.0113,0.0003,0.0006,-9.0622
0.1108,-0.0107,0.0003,0.0000,-9.0628
0.1068,-0.0110,0.0003,0.0006,-9.0628
0.1105,-0.0101,0.0003,0.0006,-9.0628
0.1062,-0.0101,0.0003,0.0000,-9.0628
0.1123,-0.0095,0.0000,0.0006,-9.0628
0.1083,-0.0101,0.0003,0.0000,-9.0628
0.1047,-0.0107,0.0003,0.0006,-9.0628
0.1114,-0.0107,0.0003,0.0000,-9.0628
0.1050,-0.0098,0.0000,0.0000,-9.0628
0.1083,-0.0098,0.0000,0.0000,-9.0628
0.1077,-0.0107,0.0003,0.0000,-9.0631
0.1047,-0.0110,0.0003,0.0000,-9.0628
0.1093,-0.0098,0.0003,0.0006,-9.0628
0.1068,-0.0101,0.0003,0.0000,-9.0631
0.1022,-0.0110,0.0000,0.0000,-9.0628
0.1077,-0.0101,0.0003,0.0006,-9.0628
0.1071,-0.0107,0.0003,0.0000,-9.0631
0.1031,-0.0101,0.0003,0.0006,-9.0628
0.1031,-0.0107,0.0003,0.0000,-9.0628
0.1007,-0.0107,0.0003,0.0006,-9.0631
0.1071,-0.0095,0.0003,0.0006,-9.0631
0.1083,-0.0095,0.0003,0.0006,-9.0631
0.1050,-0.0095,0.0003,0.0006,-9.0634
0.1035,-0.0098,0.0003,0.0006,-9.0631
0.1031,-0.0107,0.0000,0.0006,-9.0631
0.0995,-0.0107,0.0003,0.0006,-9.0634
0.0833,-0.0092,0.0003,0.0006,-9.0634
0.0986,-0.0098,0.0003,0.0006,-9.0634
0.1001,-0.0098,0.0000,0.0000,-9.0631
0.0970,-0.0101,0.0000,0.0006,-9.0634
0.1035,-0.0101,0.0003,0.0006,-9.0631
0.1031,-0.0098,0.0003,0.0006,-9.0631
0.1038,-0.0095,0.0003,0.0000,-9.0634
0.0977,-0.0098,0.0003,0.0006,-9.0634
0.0974,-0.0101,0.0000,0.0000,-9.0634
0.0992,-0.0107,0.0000,0.0000,-9.0631
0.0974,-0.0098,0.0003,0.0006,-9.0634
0.0873,-0.0101,0.0003,0.0000,-9.0634
0.1013,-0.0095,0.0003,0.0006,-9.0634
0.1013,-0.0101,0.0003,0.0000,-9.0634
0.1022,-0.0095,0.0003,0.0006,-9.0637
0.0967,-0.0095,0.0003,0.0000,-9.0634
0.0964,-0.0098,0.0003,0.0006,-9.0634
0.0995,-0.0098,0.0003,0.0000,-9.0637
0.1035,-0.0092,0.0003,0.0006,-9.0634
0.0882,-0.0098,0.0003,0.0006,-9.0634
0.1010,-0.0101,0.0003,0.0000,-9.0637
0.1035,-0.0098,0.0000,0.0000,-9.0634
0.0983,-0.0098,-0.0006,0.0000,-9.0634
0.1004,-0.0098,0.0003,0.0006,-9.0637
0.1047,-0.0095,0.0003,0.0006,-9.0634
0.0967,-0.0107,0.0000,0.0006,-9.0634
0.0995,-0.0101,0.0003,0.0006,-9.0634
0.1035,-0.0089,0.0003,0.0006,-9.0637
0.0967,-0.0107,0.0000,0.0000,-9.0637
0.1028,-0.0095,0.0003,0.0006,-9.0637
0.0983,-0.0098,0.0003,0.0000,-9.0634
0.1031,-0.0092,0.0003,0.0000,-9.0637
0.0977,-0.0098,0.0003,0.0000,-9.0637
0.0970,-0.0089,0.0003,0.0006,-9.0640
0.0992,-0.0101,0.0000,0.0000,-9.0637
0.0964,-0.0098,0.0003,0.0000,-9.0637
0.1007,-0.0089,0.0003,0.0000,-9.0637
0.0986,-0.0098,0.0003,0.0006,-9.0637
0.0949,-0.0098,0.0003,0.0000,-9.0637
0.1016,-0.0089,0.0000,0.0006,-9.0637
0.1025,-0.0095,0.0000,0.0006,-9.0640
0.1001,-0.0092,0.0003,0.0006,-9.0640
0.0974,-0.0098,0.0000,0.0006,-9.0637
0.0955,-0.0098,0.0003,0.0000,-9.0637
0.0952,-0.0098,0.0003,0.0000,-9.0637
0.0955,-0.0095,0.0003,0.0000,-9.0637
0.1016,-0.0089,0.0003,0.0006,-9.0640
0.1025,-0.0085,0.0006,0.0006,-9.0640
0.1010,-0.0095,0.0003,0.0000,-9.0640
0.0995,-0.0092,0.0003,0.0000,-9.0640
0.1004,-0.0085,0.0003,0.0000,-9.0640
0.1025,-0.0089,0.0003,0.0006,-9.0640
0.0934,-0.0085,0.0003,0.0006,-9.0640
0.1007,-0.0092,0.0003,0.0006,-9.0640
0.0946,-0.0092,0.0003,0.0000,-9.0640
0.0928,-0.0098,0.0000,0.0006,-9.0643
0.0934,-0.0095,0.0003,0.0006,-9.0643
0.0940,-0.0095,0.0003,0.0000,-9.0643
0.0967,-0.0089,0.0003,0.0000,-9.0637
0.0989,-0.0092,0.0003,0.0006,-9.0643
0.1004,-0.0079,0.0003,0.0006,-9.0640
0.0931,-0.0092,0.0003,0.0006,-9.0643
0.0949,-0.0095,0.0000,0.0006,-9.0643
0.0949,-0.0095,0.0003,0.0006,-9.0643
0.0986,-0.0092,0.0000,0.0000,-9.0643
0.0925,-0.0089,0.0003,0.0000,-9.0643
0.0916,-0.0092,0.0003,0.0006,-9.0643
0.0983,-0.0092,0.0003,0.0006,-9.0643
0.0925,-0.0092,0.0000,0.0000,-9.0643
0.0925,-0.0085,0.0003,0.0006,-9.0643
0.0977,-0.0089,0.0003,0.0006,-9.0643
0.0922,-0.0089,0.0003,0.0000,-9.0643
0.0946,-0.0089,0.0003,0.0006,-9.0643
0.0983,-0.0085,0.0003,0.0006,-9.0649
0.0916,-0.0089,0.0003,0.0000,-9.0643
0.0952,-0.0089,0.0003,0.0006,-9.0649
0.0912,-0.0085,0.0003,0.0006,-9.0649
0.0928,-0.0089,0.0003,0.0006,-9.0643
0.0986,-0.0085,0.0003,0.0006,-9.0643
0.0916,-0.0089,0.0003,0.0006,-9.0649
0.0967,-0.0079,0.0000,0.0000,-9.0649
0.0909,-0.0079,0.0003,0.0006,-9.0649
0.0916,-0.0070,0.0003,0.0006,-9.0649
0.0900,-0.0089,0.0000,0.0000,-9.0643
0.0946,-0.0079,0.0003,0.0006,-9.0649
0.0867,-0.0070,0.0003,0.0006,-9.0652
0.0952,-0.0085,0.0003,0.0006,-9.0649
0.0888,-0.0085,0.0003,0.0006,-9.0649
0.0894,-0.0089,0.0003,0.0000,-9.0652
0.0900,-0.0089,0.0003,0.0006,-9.0649
0.0870,-0.0073,0.0000,0.0000,-9.0649
0.0912,-0.0079,0.0003,0.0000,-9.0652
0.0885,-0.0076,0.0003,0.0000,-9.0652
0.0925,-0.0076,0.0003,0.0006,-9.0652
0.0916,-0.0089,0.0003,0.0000,-9.0649
0.0885,-0.0076,0.0003,0.0000,-9.0652
0.0928,-0.0073,0.0000,0.0000,-9.0649
0.0894,-0.0079,0.0000,0.0006,-9.0652
0.0906,-0.0079,0.0003,0.0000,-9.0652
0.0943,-0.0079,0.0003,0.0000,-9.0652
0.0912,-0.0079,0.0003,0.0006,-9.0652
0.0861,-0.0061,0.0003,0.0000,-9.0652
0.0967,-0.0076,0.0003,0.0006,-9.0656
0.0925,-0.0076,0.0003,0.0006,-9.0652
0.0888,-0.0079,0.0003,0.0006,-9.0652
0.0961,-0.0073,0.0003,0.0006,-9.0656
0.0946,-0.0073,0.0003,0.0000,-9.0652
0.0903,-0.0079,0.0003,0.0006,-9.0656
0.0888,-0.0079,0.0000,0.0006,-9.0656
0.0967,-0.0073,0.0003,0.0006,-9.0656
0.0949,-0.0076,0.0003,0.0000,-9.0656
0.0916,-0.0079,0.0003,0.0006,-9.0656
0.0906,-0.0079,0.0000,0.0000,-9.0656
0.0940,-0.0067,0.0003,0.0000,-9.0652
0.0940,-0.0079,0.0003,0.0000,-9.0656
0.0931,-0.0076,0.0003,0.0006,-9.0656
0.0909,-0.0079,0.0000,0.0006,-9.0656
0.0916,-0.0085,0.0003,0.0006,-9.0659
0.0906,-0.0079,0.0003,0.0000,-9.0656
0.0961,-0.0073,0.0003,0.0000,-9.0659
0.0949,-0.0073,0.0003,0.0006,-9.0656
0.0943,-0.0079,0.0003,0.0006,-9.0656
0.0916,-0.0079,0.0003,0.0006,-9.0659
0.0909,-0.0079,0.0003,0.0006,-9.0659
0.0906,-0.0076,0.0000,0.0000,-9.0659
0.0912,-0.0079,0.0003,0.0006,-9.0656
0.0940,-0.0073,0.0003,0.0006,-9.0659
0.0961,-0.0070,0.0003,0.0006,-9.0656
0.0934,-0.0079,0.0003,0.0006,-9.0656
0.0922,-0.0079,0.0003,0.0000,-9.0659
0.0906,-0.0079,0.0000,0.0006,-9.0659
0.0906,-0.0085,0.0003,0.0006,-9.0659
0.0894,-0.0079,0.0003,0.0006,-9.0659
0.0906,-0.0073,0.0003,0.0006,-9.0662
0.0903,-0.0079,0.0003,0.0000,-9.0659
0.1248,-0.0061,0.0003,0.0000,-9.0662
0.0952,-0.0070,0.0000,0.0006,-9.0659
0.0934,-0.0076,0.0003,0.0000,-9.0659
0.0922,-0.0076,0.0003,0.0000,-9.0659
0.0916,-0.0076,0.0003,0.0006,-9.0659
0.0974,-0.0079,0.0003,0.0000,-9.0659
0.0906,-0.0079,0.0003,0.0006,-9.0662
0.0900,-0.0076,0.0003,0.0006,-9.0662
0.0891,-0.0073,0.0003,0.0006,-9.0662
0.0916,-0.0070,0.0003,0.0000,-9.0662
0.0931,-0.0058,0.0000,0.0006,-9.0662
0.0891,-0.0073,0.0003,0.0000,-9.0662
0.0931,-0.0073,0.0003,0.0006,-9.0662
0.0909,-0.0070,0.0003,0.0009,-9.0662
0.0989,-0.0067,0.0003,0.0006,-9.0662
0.0974,-0.0076,0.0000,0.0006,-9.0662
0.0967,-0.0073,0.0003,0.0006,-9.0668
0.0989,-0.0070,0.0003,0.0006,-9.0662
0.0995,-0.0073,0.0003,0.0006,-9.0662
0.0986,-0.0070,0.0003,0.0006,-9.0662
0.1013,-0.0073,0.0003,0.0006,-9.0668
0.1007,-0.0067,0.0003,0.0000,-9.0662
0.1004,-0.0070,0.0003,0.0000,-9.0662
0.0995,-0.0073,0.0000,0.0006,-9.0668
0.0974,-0.0076,0.0003,0.0000,-9.0668
0.0989,-0.0073,0.0003,0.0006,-9.0668
0.1007,-0.0073,0.0003,0.0006,-9.0662
0.1013,-0.0079,0.0003,0.0000,-9.0668
0.1022,-0.0073,0.0003,0.0006,-9.0662
0.1022,-0.0070,0.0003,0.0000,-9.0668
0.1022,-0.0070,0.0006,0.0000,-9.0668
0.1031,-0.0070,0.0003,0.0006,-9.0668
0.1028,-0.0070,0.0003,0.0006,-9.0668
0.1038,-0.0073,0.0003,0.0006,-9.0662
0.1062,-0.0073,0.0003,0.0000,-9.0671
0.1074,-0.0067,0.0003,0.0006,-9.0668
0.1071,-0.0070,0.0003,0.0006,-9.0668
0.1004,-0.0070,0.0003,0.0006,-9.0668
0.1010,-0.0073,0.0003,0.0000,-9.0668
0.1001,-0.0073,0.0003,0.0000,-9.0668
0.1010,-0.0076,0.0003,0.0000,-9.0671
0.1028,-0.0076,0.0003,0.0000,-9.0668
0.1062,-0.0079,0.0000,0.0000,-9.0671
0.1062,-0.0076,0.0003,0.0000,-9.0671
0.1068,-0.0076,0.0003,0.0006,-9.0671
0.1071,-0.0079,0.0003,0.0000,-9.0671
0.1068,-0.0079,0.0003,0.0006,-9.0671
0.1077,-0.0079,0.0003,0.0000,-9.0671
0.1089,-0.0073,0.0003,0.0000,-9.0671
0.1077,-0.0058,0.0000,0.0000,-9.0671
0.1071,-0.0076,0.0000,0.0000,-9.0671
0.1053,-0.0073,0.0003,0.0000,-9.0671
0.1062,-0.0073,0.0003,0.0006,-9.0671
0.1135,-0.0076,0.0003,0.0000,-9.0671
0.1083,-0.0079,0.0003,0.0000,-9.0671
0.1074,-0.0079,0.0006,0.0006,-9.0671
0.1086,-0.0076,0.0003,0.0006,-9.0671
0.1114,-0.0079,0.0003,0.0000,-9.0674
0.1123,-0.0076,0.0003,0.0006,-9.0674
0.1132,-0.0076,0.0003,0.0006,-9.0674
0.1138,-0.0073,0.0003,0.0006,-9.0674
0.1071,-0.0073,0.0003,0.0006,-9.0674
0.1074,-0.0070,0.0003,0.0000,-9.0674
0.1108,-0.0085,0.0000,0.0006,-9.0671
0.1105,-0.0079,0.0003,0.0000,-9.0674
0.1108,-0.0079,0.0003,0.0006,-9.0671
0.1129,-0.0079,0.0000,0.0000,-9.0674
0.1129,-0.0073,0.0003,0.0006,-9.0674
0.1147,-0.0076,0.0006,0.0000,-9.0674
0.1151,-0.0073,0.0003,0.0006,-9.0677
0.1083,-0.0085,0.0003,0.0006,-9.0674
0.1089,-0.0085,0.0003,0.0000,-9.0677
0.1114,-0.0076,0.0000,0.0000,-9.0677
0.1129,-0.0073,0.0000,0.0000,-9.0674
0.1123,-0.0079,0.0003,0.0006,-9.0674
0.1147,-0.0076,0.0000,0.0006,-9.0677
0.1144,-0.0073,0.0006,0.0006,-9.0674
0.1163,-0.0073,0.0003,0.0006,-9.0677
0.1114,-0.0085,0.0003,0.0000,-9.0674
0.1105,-0.0085,0.0003,0.0000,-9.0677
0.1105,-0.0079,0.0003,0.0000,-9.0677
0.1129,-0.0076,0.0003,0.0000,-9.0674
0.1151,-0.0073,0.0003,0.0000,-9.0677
0.1163,-0.0070,0.0003,0.0000,-9.0674
0.1086,-0.0079,0.0000,0.0006,-9.0677
0.1065,-0.0067,0.0003,0.0000,-9.0677
0.1114,-0.0076,0.0003,0.0006,-9.0677
0.1132,-0.0076,0.0003,0.0000,-9.0677
0.1147,-0.0073,0.0003,0.0000,-9.0677
0.1117,-0.0073,0.0003,0.0006,-9.0680
0.1074,-0.0079,0.0003,0.0000,-9.0677
0.1102,-0.0079,0.0003,0.0006,-9.0680
0.1123,-0.0079,0.0000,0.0006,-9.0680
0.1147,-0.0073,0.0003,0.0000,-9.0680
0.1068,-0.0076,0.0006,0.0006,-9.0680
0.1163,-0.0070,0.0003,0.0006,-9.0677
0.1102,-0.0073,0.0000,0.0006,-9.0677
0.1102,-0.0079,0.0000,0.0000,-9.0680
0.1117,-0.0079,0.0003,0.0006,-9.0680
0.1144,-0.0079,0.0003,0.0006,-9.0680
0.1154,-0.0076,0.0000,0.0006,-9.0680
0.1236,-0.0079,0.0003,0.0000,-9.0677
0.1102,-0.0085,0.0003,0.0000,-9.0680
0.1093,-0.0079,0.0003,0.0006,-9.0683
0.1129,-0.0079,0.0003,0.0006,-9.0683
0.1157,-0.0076,0.0000,0.0000,-9.0680
0.1190,-0.0070,0.0003,0.0006,-9.0680
0.1126,-0.0079,0.0000,0.0006,-9.0680
0.1126,-0.0079,0.0003,0.0000,-9.0680
0.1138,-0.0079,0.0003,0.0000,-9.0683
0.1163,-0.0079,0.0003,0.0006,-9.0683
0.1184,-0.0076,0.0003,0.0006,-9.0680
0.1147,-0.0076,0.0003,0.0006,-9.0683
0.1154,-0.0085,0.0003,0.0000,-9.0683
0.1175,-0.0076,0.0003,0.0000,-9.0683
0.1184,-0.0076,0.0003,0.0000,-9.0680
0.1205,-0.0070,0.0003,0.0000,-9.0680
0.1224,-0.0067,0.0003,0.0006,-9.0683
0.1154,-0.0076,0.0003,0.0000,-9.0683
0.1166,-0.0079,0.0006,0.0000,-9.0683
0.1190,-0.0070,0.0003,0.0006,-9.0683
0.1224,-0.0085,0.0003,0.0006,-9.0683
0.1224,-0.0073,0.0003,0.0000,-9.0683
0.1166,-0.0079,0.0000,0.0006,-9.0689
0.1166,-0.0085,0.0003,0.0000,-9.0683
0.1157,-0.0073,0.0003,0.0000,-9.0683
0.1218,-0.0079,0.0003,0.0006,-9.0689
0.1184,-0.0058,0.0006,0.0000,-9.0689
0.1193,-0.0076,0.0003,0.0006,-9.0689
0.1187,-0.0079,0.0003,0.0000,-9.0683
0.1205,-0.0085,0.0003,0.0006,-9.0683
0.1224,-0.0079,0.0000,0.0006,-9.0689
0.1245,-0.0070,0.0003,0.0000,-9.0689
0.1089,-0.0079,0.0003,0.0000,-9.0689
0.1205,-0.0085,0.0003,0.0000,-9.0689
0.1224,-0.0079,0.0003,0.0006,-9.0689
0.1263,-0.0076,0.0000,0.0006,-9.0689
0.1202,-0.0076,0.0003,0.0006,-9.0689
0.1208,-0.0076,0.0003,0.0006,-9.0689
0.1218,-0.0076,0.0000,0.0000,-9.0692
0.1245,-0.0079,0.0003,0.0000,-9.0689
0.1276,-0.0076,0.0003,0.0006,-9.0689
0.1215,-0.0089,0.0003,0.0000,-9.0689
0.1224,-0.0079,0.0003,0.0006,-9.0692
0.1248,-0.0085,0.0003,0.0000,-9.0689
0.1266,-0.0076,0.0003,0.0000,-9.0689
0.1294,-0.0073,0.0003,-0.0003,-9.0689
0.1230,-0.0076,0.0003,0.0000,-9.0692
0.1236,-0.0076,0.0003,0.0006,-9.0689
0.1285,-0.0079,0.0003,0.0000,-9.0692
0.1285,-0.0076,0.0003,0.0000,-9.0692
0.1224,-0.0076,0.0000,0.0000,-9.0692
0.1236,-0.0079,0.0003,0.0000,-9.0692
0.1239,-0.0079,0.0003,0.0000,-9.0692
0.1285,-0.0079,0.0003,0.0006,-9.0692
0.1294,-0.0079,0.0000,0.0000,-9.0692
0.1257,-0.0079,0.0003,0.0000,-9.0692
0.1254,-0.0076,0.0003,0.0000,-9.0695
0.1276,-0.0073,0.0000,0.0006,-9.0692
0.1297,-0.0073,0.0000,0.0006,-9.0695
0.1312,-0.0070,0.0003,0.0000,-9.0692
0.1236,-0.0089,0.0003,0.0000,-9.0689
0.1254,-0.0085,0.0003,0.0006,-9.0695
0.1276,-0.0070,0.0003,0.0006,-9.0695
0.1306,-0.0076,0.0003,0.0000,-9.0695
0.1248,-0.0085,0.0003,0.0000,-9.0692
0.1248,-0.0085,0.0003,0.0000,-9.0695
0.1266,-0.0079,0.0003,0.0000,-9.0692
0.1306,-0.0076,0.0003,0.0006,-9.0695
0.1324,-0.0073,0.0003,0.0006,-9.0695
0.1245,-0.0070,0.0003,0.0000,-9.0692
0.1279,-0.0079,0.0003,0.0006,-9.0695
0.1309,-0.0079,0.0003,0.0000,-9.0695
0.1337,-0.0073,0.0003,0.0006,-9.0695
0.1251,-0.0079,0.0000,0.0006,-9.0695
0.1273,-0.0092,0.0003,0.0000,-9.0695
0.1294,-0.0089,0.0003,0.0006,-9.0695
0.1291,-0.0058,0.0003,0.0006,-9.0695
0.1587,-0.0073,0.0003,0.0006,-9.0698
0.1270,-0.0079,0.0003,0.0000,-9.0698
0.1291,-0.0079,0.0003,0.0000,-9.0698
0.1318,-0.0079,0.0003,0.0006,-9.0698
0.1340,-0.0073,0.0003,0.0006,-9.0698
0.1288,-0.0079,0.0000,0.0006,-9.0698
0.1270,-0.0079,0.0000,0.0006,-9.0698
0.1334,-0.0079,0.0003,0.0000,-9.0698
0.1367,-0.0079,0.0003,0.0006,-9.0698
0.1300,-0.0085,0.0003,0.0000,-9.0701
0.1318,-0.0076,0.0003,0.0000,-9.0698
0.1346,-0.0079,0.0000,0.0000,-9.0698
0.1373,-0.0073,0.0003,0.0006,-9.0698
0.1297,-0.0076,0.0003,0.0006,-9.0698
0.1331,-0.0079,0.0000,0.0006,-9.0701
0.1364,-0.0079,0.0003,0.0000,-9.0701
0.1395,-0.0076,0.0003,0.0006,-9.0698
0.1328,-0.0085,0.0003,0.0000,-9.0701
0.1355,-0.0089,0.0003,0.0006,-9.0698
0.1389,-0.0079,0.0003,0.0006,-9.0698
0.1309,-0.0067,0.0003,0.0000,-9.0701
0.1370,-0.0085,0.0003,0.0000,-9.0698
0.1392,-0.0076,0.0003,0.0000,-9.0701
0.1340,-0.0079,0.0003,0.0000,-9.0701
0.1358,-0.0079,0.0003,0.0006,-9.0698
0.1389,-0.0079,0.0003,0.0000,-9.0701
0.1425,-0.0076,0.0003,0.0006,-9.0701
0.1324,-0.0076,0.0003,0.0000,-9.0701
0.1385,-0.0085,0.0003,0.0006,-9.0701
0.1419,-0.0076,0.0003,0.0006,-9.0698
0.1352,-0.0079,0.0003,0.0006,-9.0701
0.1370,-0.0079,0.0003,0.0006,-9.0701
0.1398,-0.0079,0.0003,0.0006,-9.0701
0.1352,-0.0079,0.0003,0.0000,-9.0701
0.1407,-0.0085,0.0003,0.0006,-9.0701
0.1416,-0.0070,0.0003,0.0006,-9.0701
0.1410,-0.0076,0.0003,0.0006,-9.0701
0.1270,-0.0092,0.0003,0.0000,-9.0704
0.1392,-0.0079,0.0003,0.0000,-9.0704
0.1440,-0.0076,0.0000,0.0000,-9.0701
0.1376,-0.0079,0.0000,0.0006,-9.0704
0.1434,-0.0092,0.0000,0.0006,-9.0704
0.1456,-0.0073,0.0003,0.0006,-9.0704
0.1385,-0.0079,0.0003,0.0000,-9.0701
0.1416,-0.0079,0.0003,0.0006,-9.0701
0.1447,-0.0070,0.0003,0.0006,-9.0701
0.1385,-0.0079,0.0003,0.0006,-9.0704
0.1416,-0.0085,0.0003,0.0000,-9.0704
0.1410,-0.0079,0.0000,0.0006,-9.0701
0.1385,-0.0085,0.0000,0.0000,-9.0704
0.1431,-0.0079,0.0003,0.0006,-9.0704
0.1376,-0.0085,0.0000,0.0006,-9.0710
0.1392,-0.0079,0.0003,0.0000,-9.0704
0.1440,-0.0079,0.0003,0.0006,-9.0704
0.1419,-0.0070,0.0003,0.0006,-9.0710
0.1453,-0.0070,0.0003,0.0000,-9.0710
0.1398,-0.0079,0.0003,0.0006,-9.0704
0.1419,-0.0089,0.0003,0.0000,-9.0704
0.1468,-0.0079,0.0003,0.0006,-9.0710
0.1407,-0.0085,0.0003,0.0000,-9.0704
0.1474,-0.0076,0.0003,0.0006,-9.0704
0.1431,-0.0089,0.0003,0.0000,-9.0710
0.1459,-0.0079,0.0003,0.0000,-9.0704
0.1456,-0.0079,0.0003,0.0000,-9.0710
0.1450,-0.0079,0.0003,0.0000,-9.0710
0.1498,-0.0076,0.0000,0.0006,-9.0710
0.1447,-0.0079,0.0003,0.0006,-9.0710
0.1477,-0.0085,0.0003,0.0006,-9.0704
0.1459,-0.0089,0.0003,0.0006,-9.0710
0.1501,-0.0079,0.0000,0.0006,-9.0710
0.1477,-0.0079,0.0003,0.0000,-9.0710
0.1501,-0.0085,0.0003,0.0006,-9.0714
0.1468,-0.0079,0.0000,0.0006,-9.0710
0.1514,-0.0085,0.0000,0.0000,-9.0710
0.1581,-0.0073,0.0003,0.0000,-9.0714
0.1547,-0.0085,0.0000,0.0000,-9.0714
0.1596,-0.0070,0.0003,0.0000,-9.0710
0.1529,-0.0085,0.0000,0.0006,-9.0714
0.1587,-0.0073,0.0003,0.0006,-9.0714
0.1532,-0.0085,0.0003,0.0006,-9.0714
0.1587,-0.0073,0.0003,0.0000,-9.0714
0.1559,-0.0079,0.0003,0.0006,-9.0714
0.1526,-0.0079,0.0003,0.0006,-9.0714
0.1550,-0.0085,0.0003,0.0000,-9.0714
0.1517,-0.0070,0.0003,0.0006,-9.0710
0.1553,-0.0076,0.0003,0.0006,-9.0714
0.1526,-0.0079,0.0003,0.0000,-9.0714
0.1575,-0.0076,0.0003,0.0006,-9.0710
0.1520,-0.0085,0.0003,0.0000,-9.0714
0.1538,-0.0079,0.0003,0.0000,-9.0717
0.1572,-0.0076,0.0000,0.0000,-9.0714
0.1532,-0.0079,0.0003,0.0006,-9.0717
0.1578,-0.0079,0.0003,0.0006,-9.0714
0.1532,-0.0085,0.0003,0.0006,-9.0714
0.1535,-0.0073,0.0003,0.0006,-9.0717
0.1590,-0.0073,0.0003,0.0006,-9.0714
0.1559,-0.0076,0.0003,0.0006,-9.0717
0.1611,-0.0076,0.0003,0.0000,-9.0714
0.1566,-0.0085,0.0000,0.0006,-9.0717
0.1596,-0.0073,0.0000,0.0006,-9.0717
0.1611,-0.0079,0.0003,0.0006,-9.0717
0.1590,-0.0089,0.0003,0.0000,-9.0714
0.1654,-0.0079,0.0000,0.0000,-9.0717
0.1620,-0.0089,0.0003,0.0000,-9.0717
0.1602,-0.0085,0.0003,0.0000,-9.0717
0.1678,-0.0067,0.0000,0.0000,-9.0714
0.1642,-0.0079,0.0003,0.0000,-9.0717
0.1627,-0.0085,0.0003,0.0000,-9.0717
0.1709,-0.0079,0.0003,0.0000,-9.0717
0.1672,-0.0085,0.0000,0.0006,-9.0717
0.1657,-0.0079,0.0006,0.0006,-9.0720
0.1700,-0.0076,0.0003,0.0006,-9.0720
0.1688,-0.0089,0.0003,0.0006,-9.0717
0.1657,-0.0089,0.0003,0.0009,-9.0717
0.1627,-0.0076,0.0003,0.0000,-9.0720
0.1727,-0.0073,0.0000,0.0000,-9.0720
0.1691,-0.0085,0.0003,0.0000,-9.0720
0.1669,-0.0089,0.0003,0.0000,-9.0720
0.1730,-0.0073,0.0006,0.0006,-9.0717
0.1712,-0.0079,0.0003,0.0006,-9.0720
0.1712,-0.0079,0.0003,0.0006,-9.0717
0.1688,-0.0092,0.0003,0.0006,-9.0720
0.1736,-0.0079,0.0003,0.0000,-9.0720
0.1715,-0.0092,0.0003,0.0000,-9.0720
0.1688,-0.0085,0.0003,0.0000,-9.0720
0.1773,-0.0073,0.0000,0.0000,-9.0720
0.1755,-0.0079,0.0003,0.0000,-9.0720
0.1715,-0.0085,0.0003,0.0000,-9.0720
0.1736,-0.0079,0.0003,0.0000,-9.0720
0.1804,-0.0076,0.0003,0.0006,-9.0720
0.1779,-0.0079,0.0003,0.0006,-9.0720
